,numero_empleado,desvinculado,genero,edad,año_nacimiento,estado_civil,nivel_estudios,campo_estudios,frecuencia_viaje,distancia_domicilio,teletrabajo,tipo_jornada,formaciones_ultimo_año,trabajos_anteriores,años_en_activo,antigüedad_empresa,años_ultimo_ascenso,años_mismo_responsable,años_puesto_actual,departamento,rol_y_departamento,categoria,puesto,horas_extras,evaluacion_desempeño,tarifa_hora,tarifa_diaria,tarifa_mensual,ingreso_mensual,%_incremento_salarial,recibe_mismo_salario,acceso_acciones_empresa,nivel_compromiso,nivel_satisfaccion_global,nivel_satisfaccion_trabajo,nivel_ satisfaccion_relaciones,nivel_satisfaccion_conciliacion
572,"240,0",No,1,45,1978,,2,,travel_rarely,6.44,0,,3,4,"9,0",5,0,3,,,,2,sales executive,,"3,0",30.0,1268.0,6319,5006.0,11,5006.0,1,3,3,1,1,"4,0"
573,"262,0",No,0,43,1980,Divorced,3,,,11.27,True,,3,4,"7,0",5,2,2,,,,1,research scientist,No,"3,0",37.0,,5228,,14,,3,4,4,4,4,"4,0"
574,"283,0",Yes,1,29,1994,Married,3,Marketing,,43.45,Yes,,3,1,"10,0",10,1,9,,,,3,sales executive,,"4,0",35.0,121.0,24525,7639.0,22,7639.0,3,3,2,4,4,"2,0"
575,"308,0",No,0,31,1992,,4,Medical,non-travel,1.61,Yes,,2,0,"6,0",5,1,4,,research & development,manufacturing director  -  research & development,2,manufacturing director,,"3,0",90.0,,4381,,12,,1,1,3,3,4,"3,0"
576,"325,0",Yes,0,33,1990,Married,3,,,22.53,False,,2,5,"8,0",5,0,4,,,,1,laboratory technician,Yes,"3,0",58.0,813.0,22149,,13,,1,3,3,4,3,"1,0"
577,"355,0",Yes,0,31,1992,,2,,,46.67,Yes,"80,0",2,0,,5,1,4,,,,1,laboratory technician,No,"3,0",71.0,307.0,11652,,11,,0,2,3,2,2,"4,0"
578,"378,0",No,0,37,1986,,4,,,9.66,1,,5,4,,5,0,1,,,,2,sales executive,No,"3,0",,228.0,22825,6502.0,14,6502.0,1,3,3,4,2,"4,0"
579,,No,0,50,1973,Divorced,1,,,6.44,False,,4,3,"28,0",10,1,6,,research & development,research director  -  research & development,5,research director,No,"3,0",96.0,797.0,15815,,14,,2,3,1,2,1,"2,0"
580,,No,1,42,1981,Married,3,,travel_frequently,41.84,True,,2,5,,20,4,8,,,,4,sales executive,,"3,0",77.0,555.0,14864,13525.0,14,13525.0,1,3,3,2,4,
581,,No,0,27,1996,,3,,,3.22,1,"80,0",3,1,"5,0",5,0,4,,,,2,sales executive,Yes,"3,0",74.0,1377.0,5242,,11,,0,3,4,3,1,"3,0"
582,"449,0",No,0,27,1996,,1,Marketing,non-travel,1.61,Yes,,0,0,,5,1,4,,,,2,sales executive,Yes,"3,0",73.0,210.0,22107,6349.0,13,6349.0,1,3,3,2,4,
583,"466,0",No,0,41,1982,Single,3,,travel_rarely,9.66,Yes,,3,6,,5,1,2,,,,2,manufacturing director,Yes,"3,0",,483.0,10110,,15,,0,2,4,2,4,"3,0"
584,"486,0",No,1,37,1986,,3,Medical,travel_rarely,16.09,True,"80,0",3,6,,5,0,3,"4,0",,,1,laboratory technician,No,"4,0",98.0,921.0,17663,,20,,1,3,3,1,2,"3,0"
585,"492,0",Yes,0,40,1983,,2,,,35.41,1,,6,2,"8,0",6,1,0,,,,2,sales executive,Yes,"3,0",68.0,575.0,6110,6380.0,12,6380.0,2,2,22,3,1,"3,0"
586,"505,0",No,1,55,1968,Single,3,,,3.22,False,,2,2,,5,1,2,,,,4,manager,Yes,"3,0",97.0,1311.0,23258,,13,,0,3,3,4,3,"3,0"
587,"510,0",Yes,0,26,1997,,1,,travel_frequently,4.83,1,,2,0,,6,0,4,,,,1,research scientist,,"4,0",73.0,575.0,6582,3102.0,22,3102.0,0,3,3,1,3,"3,0"
588,,No,1,40,1983,Divorced,2,Marketing,travel_rarely,3.22,1,,5,7,,5,1,3,,,,2,sales executive,,"3,0",46.0,759.0,22553,,12,,2,3,4,2,3,"3,0"
589,"527,0",No,1,25,1998,Single,2,,,6.44,False,,3,1,"5,0",5,1,3,,sales,sales executive  -  sales,2,sales executive,Yes,"3,0",99.0,891.0,12090,,11,,0,2,2,4,2,"3,0"
590,,No,1,30,1993,Single,3,,,19.31,True,,6,0,,5,4,4,,,,2,sales executive,No,,83.0,1082.0,19558,,11,,0,3,2,3,2,"3,0"
591,,No,0,52,1971,Married,3,,travel_rarely,51.5,0,"80,0",4,2,,5,0,4,,,,3,manufacturing director,,,,319.0,19609,,14,,0,2,4,3,3,"3,0"
592,"547,0",No,1,42,1981,,2,,travel_frequently,19.31,0,,3,2,"19,0",5,0,2,,,,2,research scientist,No,"3,0",92.0,532.0,12932,4556.0,11,4556.0,1,3,1,3,2,"3,0"
593,"548,0",No,1,30,1993,,3,Life Sciences,travel_rarely,3.22,1,,2,2,"11,0",5,0,2,,,,2,manufacturing director,No,"4,0",43.0,317.0,24793,,20,,0,1,3,4,3,"3,0"
594,"577,0",No,0,35,1988,Single,3,Life Sciences,travel_rarely,35.41,0,,2,0,,5,4,3,,,,1,laboratory technician,No,"3,0",46.0,144.0,19225,4230.0,15,4230.0,0,1,4,3,3,"3,0"
595,,No,0,31,1992,Divorced,3,,travel_rarely,11.27,Yes,"80,0",3,9,"10,0",5,0,1,,,,3,manager,,"4,0",44.0,688.0,25291,,21,,1,2,3,4,3,"2,0"
596,,No,1,35,1988,Single,3,,travel_rarely,1.61,1,"80,0",3,1,"5,0",5,0,3,,sales,sales executive  -  sales,2,sales executive,,"3,0",80.0,195.0,6698,4859.0,16,4859.0,0,3,1,3,4,"3,0"
597,,No,0,25,1998,,1,,,20.92,Yes,,1,1,"7,0",7,0,6,,,,1,sales representative,,"3,0",40.0,622.0,26376,,11,,0,3,2,3,3,"3,0"
598,"679,0",No,1,32,1991,Married,4,,travel_rarely,14.48,0,,2,1,"6,0",6,0,5,,,,2,research scientist,,"3,0",92.0,646.0,18089,6322.0,12,6322.0,1,3,1,4,4,
599,"785,0",Yes,1,47,1976,,2,Life Sciences,,43.45,False,,2,4,"8,0",5,1,3,,,,2,sales executive,Yes,"3,0",77.0,719.0,10339,,12,,0,4,2,3,4,"3,0"
600,"861,0",No,0,30,1993,Divorced,4,Life Sciences,travel_frequently,8.05,True,"80,0",3,9,"10,0",5,0,3,,,,1,research scientist,No,"3,0",,1012.0,2373,,12,,1,2,2,4,2,"2,0"
601,"864,0",No,0,45,1978,Divorced,3,Marketing,,14.48,False,"80,0",2,4,"18,0",5,0,2,,,,3,sales executive,Yes,"3,0",74.0,930.0,19239,10761.0,12,10761.0,1,3,4,1,3,"3,0"
602,"878,0",No,0,36,1987,,3,Life Sciences,travel_rarely,12.87,1,"80,0",3,0,,5,0,3,,,,1,human resources,,"4,0",77.0,1278.0,8635,,21,,0,2,1,1,3,"3,0"
603,"895,0",No,0,31,1992,,4,,,17.7,Yes,,2,3,,6,0,2,,,,1,research scientist,,"3,0",48.0,1222.0,14871,,19,,1,3,4,4,2,"3,0"
604,"900,0",No,1,37,1986,Married,2,Medical,travel_frequently,33.8,False,"80,0",3,5,,5,0,0,"4,0",,,1,sales representative,,"3,0",54.0,1231.0,21222,2973.0,15,2973.0,1,3,3,4,2,"3,0"
605,,No,1,39,1984,,3,Life Sciences,travel_rarely,3.22,False,"80,0",2,8,"13,0",5,0,4,,,,2,human resources,No,"3,0",42.0,1383.0,7790,5204.0,11,5204.0,2,2,4,4,3,"3,0"
606,"936,0",No,1,42,1981,,2,,,22.53,1,"80,0",6,7,,5,0,3,,,,2,sales executive,,"3,0",68.0,462.0,7824,,17,,0,2,3,3,1,"3,0"
607,,No,0,30,1993,,2,,travel_rarely,12.87,0,,2,5,,8,7,7,,,,3,sales executive,No,"3,0",62.0,231.0,9977,,11,,1,3,3,3,1,"4,0"
608,"997,0",No,0,50,1973,Divorced,2,Medical,,1.61,1,,1,9,"32,0",5,1,3,,,,4,research director,No,,66.0,,6615,17399.0,22,17399.0,1,3,4,4,3,"2,0"
609,"1048,0",No,0,59,1964,,2,,travel_rarely,1.61,True,,1,3,"14,0",6,0,4,,sales,manager  -  sales,3,manager,Yes,"3,0",66.0,1089.0,11038,,14,,1,3,2,4,3,"1,0"
610,,No,1,54,1969,Married,4,Life Sciences,,3.22,Yes,"80,0",4,6,"13,0",9,7,0,,,,3,sales executive,No,"3,0",41.0,1082.0,8392,,11,,1,2,3,3,2,"3,0"
611,"1071,0",No,1,56,1967,Married,3,Medical,,14.48,0,,4,2,"18,0",5,0,3,,,,1,research scientist,No,"3,0",63.0,1240.0,12154,,19,,1,3,1,3,2,"3,0"
612,"1116,0",No,0,48,1975,Single,4,,,1.61,1,,3,2,,5,2,1,,,,4,manager,No,,35.0,1262.0,16154,16885.0,22,16885.0,0,4,1,4,3,"2,0"
613,"1132,0",No,0,39,1984,Single,3,Life Sciences,,14.48,0,"80,0",2,9,"9,0",5,0,3,,research & development,laboratory technician  -  research & development,2,laboratory technician,No,"3,0",70.0,439.0,8770,,15,,0,3,3,2,3,"2,0"
614,,No,0,35,1988,,4,Technical Degree,travel_rarely,12.87,1,,2,1,"6,0",5,1,4,,,,1,human resources,No,"3,0",100.0,528.0,7108,4323.0,17,4323.0,0,3,3,3,2,"1,0"
615,"1171,0",No,0,42,1981,Single,4,Marketing,travel_rarely,6.44,False,"80,0",3,7,,6,1,5,,sales,sales executive  -  sales,2,sales executive,No,"3,0",45.0,647.0,2253,5155.0,13,5155.0,0,3,2,1,4,
616,"1200,0",Yes,0,44,1979,Single,4,,,16.09,0,,4,1,"6,0",6,0,2,,,,1,research scientist,Yes,"3,0",96.0,1097.0,10826,2936.0,11,2936.0,0,3,3,3,3,"3,0"
617,"1202,0",No,1,29,1994,Married,1,,travel_rarely,24.14,0,,2,0,"6,0",5,1,3,,,,1,research scientist,Yes,,69.0,942.0,26933,,18,,1,1,2,4,1,"2,0"
618,,No,0,33,1990,,3,Human Resources,,3.22,True,,2,1,"5,0",5,1,4,,,,1,human resources,No,"3,0",99.0,147.0,8429,,13,,1,3,2,3,4,"3,0"
619,"1245,0",No,1,54,1969,,4,,travel_frequently,1.61,False,,2,7,"33,0",5,1,4,,,,3,manufacturing director,No,"3,0",53.0,966.0,9659,,17,,1,3,4,3,1,"1,0"
620,"1280,0",No,1,46,1977,Married,2,,,6.44,1,,2,2,,11,0,8,,sales,manager  -  sales,5,manager,,"3,0",33.0,168.0,9946,18789.0,14,18789.0,1,2,4,2,3,"3,0"
621,,No,1,30,1993,Single,2,Medical,non-travel,14.48,True,,3,7,"10,0",8,1,7,"4,0",,,2,manufacturing director,Yes,,72.0,,12858,,18,,0,3,3,3,3,"3,0"
622,"1309,0",Yes,0,32,1991,,2,Life Sciences,travel_rarely,11.27,True,,3,1,,10,1,1,,,,2,laboratory technician,,"3,0",79.0,1089.0,22845,4883.0,18,4883.0,1,3,4,3,1,"3,0"
623,,Yes,0,40,1983,Single,4,,,40.23,1,"80,0",2,2,"9,0",5,1,0,,,,3,sales executive,Yes,"3,0",57.0,299.0,17235,,12,,0,2,4,2,3,"3,0"
624,"1374,0",No,1,34,1989,Divorced,1,,non-travel,41.84,1,,2,1,"5,0",5,0,0,,,,1,research scientist,No,"4,0",92.0,999.0,15891,2029.0,20,2029.0,3,2,1,3,3,"3,0"
625,"1390,0",No,0,39,1984,Married,4,,travel_rarely,33.8,False,,2,3,"8,0",5,1,4,,sales,sales executive  -  sales,2,sales executive,,"3,0",44.0,1498.0,3567,,12,,2,2,1,4,4,"4,0"
626,,No,0,37,1986,Married,1,,,6.44,False,,2,7,"8,0",6,1,3,,,,1,research scientist,Yes,"3,0",54.0,1439.0,5182,2996.0,15,2996.0,0,3,3,3,4,"3,0"
627,"1395,0",No,0,33,1990,Marreid,1,Life Sciences,,65.98,True,,2,6,"8,0",5,1,2,,sales,sales executive  -  sales,2,sales executive,,"3,0",61.0,1111.0,19293,,13,,0,3,41,4,1,"4,0"
628,"1397,0",No,0,39,1984,,2,,non-travel,40.23,0,,2,3,"13,0",6,0,5,,research & development,healthcare representative  -  research & development,3,healthcare representative,No,"4,0",71.0,1485.0,3449,,21,,1,3,3,3,2,"3,0"
629,"1409,0",No,1,52,1971,Married,4,Other,travel_rarely,12.87,Yes,,2,9,"12,0",5,0,4,,,,1,laboratory technician,No,,54.0,258.0,17363,,13,,0,3,3,1,3,"1,0"
630,"1425,0",No,1,36,1987,Single,4,,,4.83,True,,3,3,"15,0",5,0,1,,,,2,sales executive,Yes,"3,0",99.0,1174.0,20763,9278.0,16,9278.0,0,3,1,2,4,"3,0"
631,"1435,0",No,0,36,1987,Single,4,Life Sciences,,75.64,True,"80,0",2,1,"10,0",10,1,8,,,,2,laboratory technician,,"3,0",,172.0,22604,,16,,0,2,47,4,3,"2,0"
632,"1445,0",No,1,24,1999,Married,1,,travel_rarely,6.44,True,,3,1,,5,0,3,,,,2,sales executive,Yes,"3,0",42.0,,15211,4162.0,12,4162.0,2,3,4,3,3,"3,0"
633,,No,1,34,1989,,3,Life Sciences,travel_rarely,1.61,0,,2,5,"7,0",5,0,2,,,,1,laboratory technician,No,"3,0",86.0,401.0,3708,,17,,1,2,4,2,1,"2,0"
634,"1469,0",No,0,28,1995,Single,3,,,8.05,Yes,,4,0,,5,1,3,,sales,sales executive  -  sales,2,sales executive,,"3,0",,866.0,23490,,18,,0,3,4,1,4,"3,0"
635,,No,1,33,1990,,4,Medical,travel_rarely,6.44,Yes,,5,8,"8,0",5,0,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",82.0,1099.0,8192,,11,,0,2,1,2,4,"3,0"
636,"1503,0",No,1,47,1976,Married,3,Medical,travel_rarely,22.53,1,"80,0",4,3,,5,1,2,,,,2,sales executive,,"3,0",,571.0,24200,,17,,1,3,3,3,3,"2,0"
637,"1534,0",Yes,0,40,1983,Single,4,Life Sciences,,14.48,False,,3,3,"15,0",5,1,0,,,,1,laboratory technician,,"3,0",86.0,676.0,21831,,14,,0,3,4,1,2,"1,0"
638,"1546,0",No,0,45,1978,Marreid,3,Technical Degree,travel_rarely,78.86,True,,3,4,,5,0,3,,,,1,research scientist,No,"4,0",97.0,950.0,4585,,20,,1,3,49,4,4,"3,0"
639,"1548,0",No,0,40,1983,,2,,travel_rarely,14.48,1,"80,0",5,0,,8,7,1,,,,2,sales executive,,"3,0",47.0,1342.0,19345,,12,,0,3,1,1,4,"4,0"
640,,No,0,29,1994,,1,Life Sciences,,3.22,True,"80,0",0,1,"6,0",6,1,3,,,,2,healthcare representative,,"3,0",87.0,995.0,24483,8853.0,19,8853.0,1,3,1,4,4,"4,0"
641,"1598,0",No,1,40,1983,Married,2,Life Sciences,,22.53,1,,2,1,"5,0",5,1,2,,,,2,sales executive,No,"3,0",84.0,118.0,11262,,15,,1,3,4,1,3,"3,0"
642,"1599,0",No,0,43,1980,Divorced,3,,,43.45,0,,0,5,,6,0,2,,,,1,laboratory technician,,"3,0",87.0,990.0,5855,4876.0,12,4876.0,1,4,4,2,3,
643,"1609,0",No,0,30,1993,,3,,,11.27,Yes,,3,1,"6,0",6,1,1,,,,1,research scientist,No,"3,0",48.0,241.0,5348,2141.0,12,2141.0,1,2,2,2,2,"2,0"
644,"1638,0",No,1,38,1985,,2,,,3.22,True,"80,0",6,3,"10,0",5,0,2,,research & development,manufacturing director  -  research & development,3,manufacturing director,,"3,0",54.0,,14199,7756.0,19,7756.0,1,2,4,3,4,"4,0"
645,"1640,0",No,1,37,1986,Married,3,,travel_rarely,16.09,False,,2,1,"8,0",8,7,7,,research & development,research scientist  -  research & development,1,research scientist,,"3,0",71.0,1470.0,9953,3936.0,11,3936.0,1,3,2,2,1,"1,0"
646,,No,0,39,1984,,3,Medical,travel_rarely,19.31,Yes,,3,4,,5,1,0,,,,2,manufacturing director,No,"4,0",66.0,492.0,7693,,21,,0,3,4,2,3,"3,0"
647,"1664,0",No,0,36,1987,Divorced,2,Life Sciences,travel_rarely,17.7,1,,3,6,"13,0",5,0,4,,research & development,healthcare representative  -  research & development,2,healthcare representative,No,"4,0",79.0,1040.0,26308,6842.0,20,6842.0,1,4,11,1,1,"3,0"
648,"1684,0",Yes,0,23,2000,Single,1,Medical,travel_rarely,12.87,Yes,"80,0",2,1,"5,0",5,1,2,,,,1,laboratory technician,,,93.0,1320.0,20586,3989.0,11,3989.0,0,2,4,3,1,"3,0"
649,"1704,0",No,0,35,1988,,4,,,3.22,1,"80,0",2,0,"6,0",5,1,4,,,,1,research scientist,Yes,"3,0",79.0,146.0,13970,4930.0,14,4930.0,0,2,1,4,3,"4,0"
650,"1736,0",No,1,31,1992,Single,1,Technical Degree,travel_frequently,38.62,Yes,"80,0",3,2,"9,0",5,1,4,,,,2,manufacturing director,,"4,0",30.0,163.0,6670,,20,,0,3,4,4,4,"2,0"
651,"1782,0",No,1,38,1985,Married,2,Other,travel_rarely,9.66,True,,3,1,"5,0",5,0,4,,research & development,laboratory technician  -  research & development,1,laboratory technician,No,"3,0",40.0,1153.0,16376,3702.0,11,3702.0,1,2,4,3,2,"3,0"
652,"1826,0",No,0,35,1988,Married,4,Medical,,37.01,1,,2,0,"6,0",5,0,3,,,,1,laboratory technician,,,91.0,185.0,9696,2705.0,16,2705.0,1,1,2,3,2,"4,0"
653,,No,1,40,1983,,3,,,19.31,Yes,"80,0",3,2,"15,0",7,7,7,,,,2,healthcare representative,,"3,0",47.0,750.0,10748,4448.0,12,4448.0,1,3,2,1,2,"3,0"
654,"1850,0",No,1,27,1996,Single,2,,travel_frequently,77.25,True,"80,0",3,0,"6,0",5,0,2,,research & development,laboratory technician  -  research & development,1,laboratory technician,Yes,"3,0",,1297.0,19826,2379.0,14,2379.0,0,3,48,4,3,"2,0"
655,"1909,0",No,1,41,1982,,3,,,12.87,Yes,"80,0",3,5,"14,0",5,1,4,,,,2,sales executive,No,"4,0",54.0,337.0,26841,,21,,1,3,3,2,3,"3,0"
656,"1924,0",No,0,33,1990,Single,4,Marketing,travel_rarely,24.14,0,,2,1,,10,0,9,,,,2,sales executive,No,"3,0",43.0,217.0,10410,5487.0,14,5487.0,0,3,2,3,2,"2,0"
657,"1941,0",No,0,49,1974,Married,1,Life Sciences,,3.22,0,,3,3,"28,0",5,4,3,,,,5,research director,No,"3,0",42.0,1064.0,13738,,15,,0,3,2,4,4,"3,0"
658,"1949,0",No,0,36,1987,,4,,non-travel,14.48,True,"80,0",3,1,"5,0",5,0,2,,,,1,laboratory technician,No,"4,0",66.0,1351.0,9238,2810.0,22,2810.0,0,4,1,2,2,"3,0"
659,,No,0,41,1982,Divorced,3,Life Sciences,,4.83,False,,5,2,"14,0",5,0,4,,,,2,sales executive,,"3,0",57.0,930.0,12227,8938.0,11,8938.0,1,2,3,2,3,"3,0"
660,,No,1,29,1994,Single,4,Medical,,65.98,Yes,"80,0",3,1,"5,0",5,0,4,,,,1,research scientist,No,"3,0",73.0,468.0,8489,,14,,0,2,41,1,2,"1,0"
661,,No,0,31,1992,,3,Medical,non-travel,8.05,Yes,,2,0,"10,0",9,1,7,,,,2,manufacturing director,No,"3,0",74.0,,3787,9936.0,19,9936.0,0,3,2,1,2,"3,0"
662,"27,0",Yes,0,36,1987,Single,4,Life Sciences,travel_rarely,14.48,False,,4,7,,5,0,3,,,,1,sales representative,No,"4,0",82.0,1218.0,6986,,23,,0,2,3,1,2,
663,"46,0",No,1,43,1980,,2,Medical,travel_rarely,3.22,0,,3,1,"6,0",5,1,4,,,,1,research scientist,No,"3,0",72.0,1273.0,21923,,12,,2,4,4,3,4,"2,0"
664,"52,0",No,1,33,1990,Marreid,3,Life Sciences,travel_frequently,28.97,0,"80,0",3,2,,5,1,3,,,,2,sales executive,No,,42.0,1141.0,3193,,19,,2,4,18,1,1,"3,0"
665,"68,0",No,1,44,1979,,5,Marketing,,1.61,False,,2,5,"9,0",4,1,3,,sales,sales executive  -  sales,2,sales executive,,"4,0",75.0,1488.0,4009,5454.0,21,5454.0,1,3,2,1,3,"2,0"
666,"79,0",No,1,38,1985,Single,5,Life Sciences,,46.67,True,,2,1,"10,0",10,9,9,,,,2,laboratory technician,No,"3,0",50.0,653.0,5456,,11,,0,3,4,4,4,"3,0"
667,"80,0",No,1,50,1973,divorced,2,Medical,,11.27,0,,2,5,,27,13,8,,,,5,research director,,,43.0,989.0,16701,18740.0,12,18740.0,1,2,2,3,4,"2,0"
668,"91,0",No,1,59,1964,Single,1,,travel_frequently,1.61,False,"80,0",2,7,"20,0",4,1,3,,,,2,sales executive,No,,57.0,1225.0,24668,5473.0,11,5473.0,0,2,1,3,4,"2,0"
669,"119,0",No,0,40,1983,Married,4,Life Sciences,travel_frequently,1.61,False,,3,1,"22,0",22,11,11,,,,4,healthcare representative,No,"4,0",78.0,530.0,14115,13503.0,22,13503.0,1,2,3,2,4,"2,0"
670,"126,0",No,1,54,1969,,4,Technical Degree,travel_rarely,3.22,False,"80,0",5,9,"16,0",4,0,3,,,,3,research director,No,"3,0",60.0,1217.0,24001,13549.0,12,13549.0,1,3,1,3,1,"1,0"
671,,No,1,50,1973,,3,,,75.64,True,,1,3,"28,0",8,0,7,,,,5,research director,Yes,"3,0",73.0,,9755,18172.0,19,18172.0,0,3,1,2,1,"2,0"
672,"148,0",No,1,54,1969,Single,3,,non-travel,41.84,Yes,,3,2,,5,4,4,,,,4,manager,,,,142.0,13871,,12,,0,4,4,4,3,"3,0"
673,"150,0",No,0,24,1999,Married,1,Life Sciences,,28.97,True,"80,0",2,0,,5,1,2,,,,1,laboratory technician,No,"3,0",52.0,1127.0,13257,2774.0,12,2774.0,1,3,2,3,3,"3,0"
674,,No,0,37,1986,,3,Life Sciences,travel_rarely,4.83,True,,3,2,,5,1,3,,,,3,sales executive,No,"3,0",87.0,1189.0,14506,,12,,0,3,3,4,1,"3,0"
675,"198,0",No,0,30,1993,Single,1,,travel_rarely,3.22,1,,3,0,"6,0",5,1,2,,,,1,laboratory technician,No,"3,0",35.0,1427.0,11162,,13,,0,2,2,4,4,"3,0"
676,"216,0",No,1,34,1989,,4,,travel_frequently,16.09,0,,3,6,,4,1,2,,,,1,sales representative,No,"3,0",75.0,303.0,11314,,18,,1,3,10,3,4,"3,0"
677,,No,0,57,1966,Divorced,2,,travel_rarely,38.62,Yes,,2,3,"12,0",5,1,4,,research & development,healthcare representative  -  research & development,3,healthcare representative,,"3,0",83.0,334.0,23402,9439.0,16,9439.0,1,4,3,4,2,"1,0"
678,"230,0",No,1,38,1985,Single,4,Life Sciences,travel_rarely,1.61,0,,2,4,"12,0",8,0,7,,,,2,sales executive,,,,702.0,12930,,22,,0,2,1,4,3,"4,0"
679,,Yes,1,41,1982,,2,Marketing,travel_rarely,32.19,True,,5,1,"4,0",4,0,2,,,,1,sales representative,Yes,"4,0",70.0,,21728,,22,,0,3,2,2,4,"2,0"
680,"270,0",No,1,42,1981,Divorced,2,,,33.8,False,"80,0",5,2,"11,0",5,0,2,,,,2,manufacturing director,,"3,0",36.0,926.0,16439,5265.0,16,5265.0,1,3,3,3,2,"3,0"
681,"277,0",No,0,34,1989,Divorced,4,,,16.09,Yes,,4,1,,5,2,0,,,,1,research scientist,Yes,"3,0",43.0,878.0,5972,3815.0,17,3815.0,1,3,4,3,4,"4,0"
682,"299,0",Yes,1,30,1993,,4,,,41.84,Yes,"80,0",5,5,"9,0",6,0,1,,,,2,sales executive,,"3,0",52.0,334.0,22967,,15,,0,2,3,1,3,"2,0"
683,"315,0",Yes,0,29,1994,Single,1,Medical,travel_rarely,20.92,1,"80,0",3,1,"4,0",4,0,1,,,,1,research scientist,,"3,0",86.0,896.0,14961,2389.0,13,2389.0,0,2,13,4,3,
684,"330,0",No,1,32,1991,Married,2,,,6.44,0,,5,2,,4,1,2,,,,1,sales representative,No,,56.0,1401.0,20990,,11,,1,3,3,2,1,"3,0"
685,"369,0",No,0,25,1998,,2,Life Sciences,,8.05,1,,2,1,"6,0",6,1,5,,,,2,healthcare representative,No,"3,0",85.0,675.0,18384,4000.0,12,4000.0,2,4,2,1,4,"3,0"
686,"386,0",No,0,53,1970,Married,4,,,4.83,1,,5,3,"21,0",5,1,3,,,,4,research director,Yes,"3,0",45.0,1070.0,21016,17584.0,16,17584.0,3,3,3,3,4,"2,0"
687,"390,0",No,0,26,1997,Married,2,Medical,,17.7,True,,3,1,"5,0",5,3,3,,research & development,healthcare representative  -  research & development,2,healthcare representative,,"3,0",60.0,496.0,22722,,13,,1,3,1,1,3,"3,0"
688,,No,1,28,1995,,2,,,12.87,1,"80,0",3,1,,5,0,2,,,,1,research scientist,No,"4,0",66.0,1117.0,4488,,21,,0,3,4,4,4,"3,0"
689,"412,0",No,0,28,1995,Single,2,Medical,travel_rarely,25.75,Yes,,2,0,"9,0",8,0,7,,,,2,healthcare representative,,"3,0",68.0,1476.0,4824,5661.0,19,5661.0,0,4,2,1,3,"3,0"
690,"422,0",No,0,58,1965,Divorced,4,Life Sciences,,1.61,True,,2,2,,5,1,2,,research & development,healthcare representative  -  research & development,2,healthcare representative,Yes,"3,0",32.0,390.0,17056,,13,,1,1,4,3,4,"3,0"
691,"434,0",No,1,27,1996,Single,3,,travel_rarely,8.05,Yes,"80,0",2,1,"4,0",4,1,2,,,,1,research scientist,,"3,0",85.0,1220.0,20938,,12,,0,3,3,2,2,
692,"450,0",No,1,54,1969,,4,Life Sciences,travel_frequently,32.19,0,,4,3,"20,0",4,0,3,,,,2,research scientist,,,31.0,928.0,16885,4869.0,12,4869.0,0,3,4,3,4,"2,0"
693,,No,0,40,1983,Marreid,2,,travel_rarely,72.42,1,,2,2,,4,0,2,,,,2,sales executive,,"4,0",57.0,1124.0,13273,,22,,3,1,45,4,3,"2,0"
694,"469,0",No,0,29,1994,,3,Life Sciences,non-travel,3.22,1,,3,1,,4,0,2,,,,2,sales executive,,,61.0,746.0,16928,4649.0,14,4649.0,1,3,4,3,1,"2,0"
695,"491,0",No,0,50,1973,,3,,travel_rarely,16.09,False,,2,6,"20,0",4,1,3,,,,3,healthcare representative,No,"3,0",100.0,1046.0,2755,10496.0,15,10496.0,0,2,4,4,4,"3,0"
696,"554,0",Yes,1,24,1999,Single,1,Technical Degree,travel_rarely,1.61,True,,4,1,"6,0",5,1,4,,,,1,sales representative,Yes,"3,0",62.0,1448.0,21972,,16,,0,3,1,2,2,"3,0"
697,,No,0,30,1993,Marreid,3,,,59.55,0,,3,4,"9,0",5,1,4,,research & development,laboratory technician  -  research & development,1,laboratory technician,,"3,0",53.0,1400.0,16734,,15,,1,3,37,4,3,"1,0"
698,"579,0",No,0,34,1989,,4,,,3.22,Yes,,3,3,"14,0",7,5,7,,,,1,research scientist,,"3,0",62.0,1303.0,8416,2768.0,12,2768.0,1,2,4,3,3,"3,0"
699,,Yes,0,33,1990,Divorced,1,,travel_rarely,16.09,0,,2,7,"8,0",4,1,3,,,,1,laboratory technician,No,"3,0",38.0,587.0,6705,3408.0,13,3408.0,3,1,1,4,1,"3,0"
700,"592,0",No,0,36,1987,Single,4,Medical,non-travel,48.28,True,"80,0",3,1,,10,9,7,,,,3,sales executive,,"3,0",32.0,635.0,15318,,14,,0,3,2,4,4,"2,0"
701,"599,0",No,0,41,1982,Single,2,,non-travel,16.09,1,,3,7,,14,1,10,,sales,sales executive  -  sales,2,sales executive,No,"3,0",,267.0,13430,,14,,0,3,4,4,4,"3,0"
702,,No,1,39,1984,Married,1,,travel_frequently,12.87,True,,3,1,,8,0,7,,,,1,laboratory technician,No,"3,0",48.0,443.0,17872,3755.0,11,3755.0,1,3,3,3,1,"3,0"
703,"641,0",No,0,26,1997,Married,2,Marketing,travel_rarely,45.06,True,,5,1,,5,1,4,,,,2,sales executive,,"4,0",66.0,703.0,7428,,20,,2,3,1,2,4,"4,0"
